temporada,torneo,jornada,fecha,hora,local,visitante,goles_local,goles_visitante,penales,pen_local,pen_visitante
2014/15,Apertura,9,2014-09-20,19:00,UANL Tigres,Leones Negros,1,0,False,,
2014/15,Apertura,9,2014-09-20,20:06,Club León,CD Veracruz,3,1,False,,
2014/15,Apertura,9,2014-09-20,21:00,Atlas Guadalajara,Cruz Azul,2,1,False,,
2014/15,Apertura,9,2014-09-21,12:00,Deportivo Toluca,CF Monterrey,1,0,False,,
2014/15,Apertura,9,2014-09-21,17:00,Deportivo Guadalajara,Gallos Blancos,1,4,False,,
2014/15,Apertura,10,2014-09-26,19:00,CD Veracruz,Club Tijuana,1,0,False,,
2014/15,Apertura,10,2014-09-26,19:30,Gallos Blancos,Deportivo Toluca,1,1,False,,
2014/15,Apertura,10,2014-09-26,21:30,Santos Laguna,CF América,1,4,False,,
2014/15,Apertura,10,2014-09-27,17:00,Cruz Azul,Club León,1,0,False,,
2014/15,Apertura,10,2014-09-27,19:00,CF Monterrey,Atlas Guadalajara,2,1,False,,
2014/15,Apertura,10,2014-09-27,20:06,CF Pachuca,UANL Tigres,2,3,False,,
2014/15,Apertura,10,2014-09-27,21:00,Leones Negros,Monarcas Morelia,1,2,False,,
2014/15,Apertura,10,2014-09-28,12:00,Pumas UNAM,Chiapas FC,2,2,False,,
2014/15,Apertura,10,2014-09-28,17:00,Deportivo Guadalajara,Puebla FC,0,0,False,,
2014/15,Apertura,11,2014-09-30,20:06,Club León,CF Monterrey,1,3,False,,
2014/15,Apertura,11,2014-09-30,20:30,Atlas Guadalajara,Gallos Blancos,2,1,False,,
2014/15,Apertura,11,2014-09-30,21:00,UANL Tigres,Santos Laguna,1,1,False,,
2014/15,Apertura,11,2014-10-01,19:00,Puebla FC,Pumas UNAM,1,2,False,,
2014/15,Apertura,11,2014-10-01,20:00,CF América,CD Veracruz,2,0,False,,
2014/15,Apertura,11,2014-10-01,,Monarcas Morelia,CF Pachuca,0,1,False,,
2014/15,Apertura,11,2014-10-01,21:00,Chiapas FC,Leones Negros,1,1,False,,
2014/15,Apertura,11,2014-10-01,21:45,Club Tijuana,Cruz Azul,0,0,False,,
2014/15,Apertura,11,2014-10-02,20:00,Deportivo Toluca,Deportivo Guadalajara,3,1,False,,
2014/15,Apertura,12,2014-10-03,19:30,Gallos Blancos,Club León,1,2,False,,
2014/15,Apertura,12,2014-10-04,17:00,Cruz Azul,CF América,4,0,False,,
2014/15,Apertura,12,2014-10-04,,CD Veracruz,UANL Tigres,0,1,False,,
2014/15,Apertura,12,2014-10-04,19:00,CF Monterrey,Club Tijuana,1,1,False,,
2014/15,Apertura,12,2014-10-04,20:00,Santos Laguna,Monarcas Morelia,2,2,False,,
2014/15,Apertura,12,2014-10-04,20:06,CF Pachuca,Chiapas FC,2,0,False,,
2014/15,Apertura,12,2014-10-04,21:00,Leones Negros,Pumas UNAM,1,0,False,,
2014/15,Apertura,12,2014-10-05,12:00,Deportivo Toluca,Puebla FC,1,1,False,,
2014/15,Apertura,12,2014-10-05,17:00,Deportivo Guadalajara,Atlas Guadalajara,0,1,False,,
2014/15,Apertura,13,2014-10-17,19:30,Monarcas Morelia,CD Veracruz,0,1,False,,
2014/15,Apertura,13,2014-10-17,21:30,Club Tijuana,Gallos Blancos,2,1,False,,
2014/15,Apertura,13,2014-10-18,17:00,Puebla FC,Leones Negros,1,1,False,,
2014/15,Apertura,13,2014-10-18,,CF América,CF Monterrey,2,0,False,,
2014/15,Apertura,13,2014-10-18,19:00,UANL Tigres,Cruz Azul,1,0,False,,
2014/15,Apertura,13,2014-10-18,20:06,Club León,Deportivo Guadalajara,2,1,False,,
2014/15,Apertura,13,2014-10-18,21:00,Atlas Guadalajara,Deportivo Toluca,0,2,False,,
2014/15,Apertura,13,2014-10-18,,Chiapas FC,Santos Laguna,2,0,False,,
2014/15,Apertura,13,2014-10-19,12:00,Pumas UNAM,CF Pachuca,1,1,False,,
2014/15,Apertura,14,2014-10-24,19:30,Gallos Blancos,CF América,3,2,False,,
2014/15,Apertura,14,2014-10-24,21:30,Santos Laguna,Pumas UNAM,1,1,False,,
2014/15,Apertura,14,2014-10-25,17:00,Cruz Azul,Monarcas Morelia,3,1,False,,
2014/15,Apertura,14,2014-10-25,,CD Veracruz,Chiapas FC,1,2,False,,
2014/15,Apertura,14,2014-10-25,19:00,CF Monterrey,UANL Tigres,2,2,False,,
2014/15,Apertura,14,2014-10-25,19:06,CF Pachuca,Leones Negros,0,0,False,,
2014/15,Apertura,14,2014-10-25,21:00,Atlas Guadalajara,Puebla FC,2,1,False,,
2014/15,Apertura,14,2014-10-26,12:00,Deportivo Toluca,Club León,2,3,False,,
2014/15,Apertura,14,2014-10-26,17:00,Deportivo Guadalajara,Club Tijuana,3,3,False,,
2014/15,Apertura,15,2014-10-31,19:30,Monarcas Morelia,CF Monterrey,2,1,False,,
2014/15,Apertura,15,2014-10-31,20:30,Club Tijuana,Deportivo Toluca,0,1,False,,
2014/15,Apertura,15,2014-11-01,17:00,Puebla FC,CF Pachuca,1,1,False,,
2014/15,Apertura,15,2014-11-01,,CF América,Deportivo Guadalajara,0,0,False,,
2014/15,Apertura,15,2014-11-01,19:00,UANL Tigres,Gallos Blancos,1,0,False,,
2014/15,Apertura,15,2014-11-01,20:06,Club León,Atlas Guadalajara,4,0,False,,
2014/15,Apertura,15,2014-11-01,21:00,Leones Negros,Santos Laguna,1,1,False,,
2014/15,Apertura,15,2014-11-01,,Chiapas FC,Cruz Azul,0,0,False,,
2014/15,Apertura,15,2014-11-02,12:00,Pumas UNAM,CD Veracruz,0,0,False,,
2014/15,Apertura,16,2014-11-07,19:30,Gallos Blancos,Monarcas Morelia,2,0,False,,
2014/15,Apertura,16,2014-11-07,21:30,Santos Laguna,CF Pachuca,2,1,False,,
2014/15,Apertura,16,2014-11-08,17:00,Cruz Azul,Pumas UNAM,0,2,False,,
2014/15,Apertura,16,2014-11-08,,CD Veracruz,Leones Negros,0,1,False,,
2014/15,Apertura,16,2014-11-08,19:00,CF Monterrey,Chiapas FC,1,2,False,,
2014/15,Apertura,16,2014-11-08,20:06,Club León,Puebla FC,0,0,False,,
2014/15,Apertura,16,2014-11-08,21:00,Atlas Guadalajara,Club Tijuana,1,1,False,,
2014/15,Apertura,16,2014-11-09,12:00,Deportivo Toluca,CF América,2,2,False,,
2014/15,Apertura,16,2014-11-09,17:00,Deportivo Guadalajara,UANL Tigres,0,0,False,,
2014/15,Apertura,17,2014-11-21,19:30,Monarcas Morelia,Deportivo Guadalajara,1,2,False,,
2014/15,Apertura,17,2014-11-21,21:30,Club Tijuana,Club León,3,2,False,,
2014/15,Apertura,17,2014-11-22,17:00,Puebla FC,Santos Laguna,3,3,False,,
2014/15,Apertura,17,2014-11-22,,CF América,Atlas Guadalajara,1,2,False,,
2014/15,Apertura,17,2014-11-22,19:00,UANL Tigres,Deportivo Toluca,2,1,False,,
2014/15,Apertura,17,2014-11-22,,Leones Negros,Cruz Azul,1,1,False,,
2014/15,Apertura,17,2014-11-22,20:06,CF Pachuca,CD Veracruz,1,0,False,,
2014/15,Apertura,17,2014-11-22,21:00,Chiapas FC,Gallos Blancos,2,1,False,,
2014/15,Apertura,17,2014-11-23,12:00,Pumas UNAM,CF Monterrey,4,2,False,,
2014/15,Apertura,17,2014-11-26,20:06,CF Pachuca,UANL Tigres,1,1,False,,
2014/15,Apertura,17,2014-11-26,22:00,Pumas UNAM,CF América,1,0,False,,
2014/15,Apertura,17,2014-11-27,19:00,CF Monterrey,Atlas Guadalajara,0,1,False,,
2014/15,Apertura,17,2014-11-27,21:00,Chiapas FC,Deportivo Toluca,1,1,False,,
2014/15,Apertura,17,2014-11-29,17:00,CF América,Pumas UNAM,1,0,False,,
2014/15,Apertura,17,2014-11-29,19:00,UANL Tigres,CF Pachuca,1,1,False,,
2014/15,Apertura,17,2014-11-30,12:00,Deportivo Toluca,Chiapas FC,1,1,False,,
2014/15,Apertura,17,2014-11-30,18:00,Atlas Guadalajara,CF Monterrey,0,2,False,,
2014/15,Apertura,17,2014-12-04,19:00,Deportivo Toluca,UANL Tigres,0,0,False,,
2014/15,Apertura,17,2014-12-04,21:00,CF Monterrey,CF América,0,3,False,,
2014/15,Apertura,17,2014-12-07,16:00,UANL Tigres,Deportivo Toluca,0,0,False,,
2014/15,Apertura,17,2014-12-07,18:00,CF América,CF Monterrey,0,0,False,,
2014/15,Apertura,17,2014-12-11,20:30,UANL Tigres,CF América,1,0,False,,
2014/15,Apertura,17,2014-12-14,18:00,CF América,UANL Tigres,3,0,False,,
2014/15,Clausura,1,2015-01-09,20:00,Santos Laguna,CD Veracruz,1,2,False,,
2014/15,Clausura,1,2015-01-09,21:30,Monarcas Morelia,Deportivo Toluca,0,0,False,,
2014/15,Clausura,1,2015-01-10,17:00,CF América,Club León,3,2,False,,
2014/15,Clausura,1,2015-01-10,,Puebla FC,Club Tijuana,2,1,False,,
2014/15,Clausura,1,2015-01-10,19:00,UANL Tigres,Atlas Guadalajara,0,1,False,,
2014/15,Clausura,1,2015-01-10,20:06,CF Pachuca,Cruz Azul,0,1,False,,
2014/15,Clausura,1,2015-01-10,21:00,Chiapas FC,Deportivo Guadalajara,2,1,False,,
2014/15,Clausura,1,2015-01-11,12:00,Pumas UNAM,Gallos Blancos,1,1,False,,
2014/15,Clausura,1,2015-01-11,17:00,Leones Negros,CF Monterrey,1,0,False,,
2014/15,Clausura,2,2015-01-16,19:30,Gallos Blancos,Leones Negros,1,0,False,,
2014/15,Clausura,2,2015-01-16,20:30,CD Veracruz,Puebla FC,3,1,False,,
2014/15,Clausura,2,2015-01-16,21:30,Club Tijuana,CF América,1,0,False,,
2014/15,Clausura,2,2015-01-17,17:00,Cruz Azul,Santos Laguna,1,0,False,,
2014/15,Clausura,2,2015-01-17,19:00,CF Monterrey,CF Pachuca,1,0,False,,
2014/15,Clausura,2,2015-01-17,20:06,Club León,UANL Tigres,0,1,False,,
2014/15,Clausura,2,2015-01-17,21:00,Atlas Guadalajara,Monarcas Morelia,2,1,False,,
2014/15,Clausura,2,2015-01-18,12:00,Deportivo Toluca,Chiapas FC,3,0,False,,
2014/15,Clausura,2,2015-01-18,17:00,Deportivo Guadalajara,Pumas UNAM,2,1,False,,
2014/15,Clausura,3,2015-01-23,19:30,Monarcas Morelia,Club León,0,0,False,,
2014/15,Clausura,3,2015-01-23,20:30,CD Veracruz,Cruz Azul,0,0,False,,
2014/15,Clausura,3,2015-01-23,21:30,Santos Laguna,CF Monterrey,4,1,False,,
2014/15,Clausura,3,2015-01-24,17:00,CF América,Puebla FC,0,0,False,,
2014/15,Clausura,3,2015-01-24,19:00,UANL Tigres,Club Tijuana,1,2,False,,
2014/15,Clausura,3,2015-01-24,20:06,CF Pachuca,Gallos Blancos,2,1,False,,
2014/15,Clausura,3,2015-01-24,21:00,Chiapas FC,Atlas Guadalajara,3,1,False,,
2014/15,Clausura,3,2015-01-25,12:00,Pumas UNAM,Deportivo Toluca,3,2,False,,
2014/15,Clausura,3,2015-01-25,17:00,Leones Negros,Deportivo Guadalajara,1,1,False,,
2014/15,Clausura,4,2015-01-30,19:30,Gallos Blancos,Santos Laguna,0,1,False,,
2014/15,Clausura,4,2015-01-30,21:30,Club Tijuana,Monarcas Morelia,4,2,False,,
2014/15,Clausura,4,2015-01-31,17:00,Puebla FC,Cruz Azul,0,0,False,,
2014/15,Clausura,4,2015-01-31,,CF América,UANL Tigres,1,0,False,,
2014/15,Clausura,4,2015-01-31,19:00,CF Monterrey,CD Veracruz,1,1,False,,
2014/15,Clausura,4,2015-01-31,,Deportivo Guadalajara,CF Pachuca,1,0,False,,
2014/15,Clausura,4,2015-01-31,20:06,Club León,Chiapas FC,1,1,False,,
2014/15,Clausura,4,2015-01-31,21:00,Atlas Guadalajara,Pumas UNAM,1,1,False,,
2014/15,Clausura,4,2015-02-01,12:00,Deportivo Toluca,Leones Negros,3,1,False,,
2014/15,Clausura,5,2015-02-06,19:30,Monarcas Morelia,CF América,2,2,False,,
2014/15,Clausura,5,2015-02-06,20:30,CD Veracruz,Gallos Blancos,1,1,False,,
2014/15,Clausura,5,2015-02-06,21:30,Santos Laguna,Deportivo Guadalajara,1,0,False,,
2014/15,Clausura,5,2015-02-07,17:00,Cruz Azul,CF Monterrey,1,0,False,,
2014/15,Clausura,5,2015-02-07,19:00,UANL Tigres,Puebla FC,1,0,False,,
2014/15,Clausura,5,2015-02-07,20:06,CF Pachuca,Deportivo Toluca,1,1,False,,
2014/15,Clausura,5,2015-02-07,21:00,Chiapas FC,Club Tijuana,2,2,False,,
2014/15,Clausura,5,2015-02-08,12:00,Pumas UNAM,Club León,1,3,False,,
2014/15,Clausura,5,2015-02-08,17:00,Leones Negros,Atlas Guadalajara,0,2,False,,
2014/15,Clausura,6,2015-02-13,19:30,Gallos Blancos,Cruz Azul,1,2,False,,
2014/15,Clausura,6,2015-02-13,21:30,Club Tijuana,Pumas UNAM,3,0,False,,
2014/15,Clausura,6,2015-02-14,17:00,Puebla FC,CF Monterrey,2,0,False,,
2014/15,Clausura,6,2015-02-14,,CF América,Chiapas FC,5,0,False,,
2014/15,Clausura,6,2015-02-14,19:00,UANL Tigres,Monarcas Morelia,1,0,False,,
2014/15,Clausura,6,2015-02-14,20:06,Club León,Leones Negros,2,1,False,,
2014/15,Clausura,6,2015-02-14,21:00,Atlas Guadalajara,CF Pachuca,1,3,False,,
2014/15,Clausura,6,2015-02-15,12:00,Deportivo Toluca,Santos Laguna,2,2,False,,
2014/15,Clausura,6,2015-02-15,17:00,Deportivo Guadalajara,CD Veracruz,0,0,False,,
2014/15,Clausura,7,2015-02-20,19:30,Monarcas Morelia,Puebla FC,1,2,False,,
2014/15,Clausura,7,2015-02-20,20:30,CD Veracruz,Deportivo Toluca,3,0,False,,
2014/15,Clausura,7,2015-02-20,21:30,Santos Laguna,Atlas Guadalajara,0,1,False,,
2014/15,Clausura,7,2015-02-21,17:00,Cruz Azul,Deportivo Guadalajara,1,2,False,,
2014/15,Clausura,7,2015-02-21,19:00,CF Monterrey,Gallos Blancos,2,1,False,,
2014/15,Clausura,7,2015-02-21,20:06,CF Pachuca,Club León,2,1,False,,
2014/15,Clausura,7,2015-02-21,21:00,Chiapas FC,UANL Tigres,1,0,False,,
2014/15,Clausura,7,2015-02-22,12:00,Pumas UNAM,CF América,0,1,False,,
2014/15,Clausura,7,2015-02-22,17:00,Leones Negros,Club Tijuana,0,1,False,,
2014/15,Clausura,8,2015-02-27,19:30,Monarcas Morelia,Chiapas FC,3,2,False,,
2014/15,Clausura,8,2015-02-27,21:30,Club Tijuana,CF Pachuca,3,2,False,,
2014/15,Clausura,8,2015-02-28,17:00,Puebla FC,Gallos Blancos,4,1,False,,
2014/15,Clausura,8,2015-02-28,,CF América,Leones Negros,0,1,False,,
2014/15,Clausura,8,2015-02-28,19:00,UANL Tigres,Pumas UNAM,3,0,False,,
2014/15,Clausura,8,2015-02-28,20:06,Club León,Santos Laguna,2,1,False,,
2014/15,Clausura,8,2015-02-28,21:00,Atlas Guadalajara,CD Veracruz,0,3,False,,
2014/15,Clausura,8,2015-03-01,12:00,Deportivo Toluca,Cruz Azul,1,0,False,,
2014/15,Clausura,8,2015-03-01,17:00,Deportivo Guadalajara,CF Monterrey,3,0,False,,
2014/15,Clausura,9,2015-03-06,19:00,CD Veracruz,Club León,1,0,False,,
2014/15,Clausura,9,2015-03-06,19:30,Gallos Blancos,Deportivo Guadalajara,1,0,False,,
2014/15,Clausura,9,2015-03-07,17:00,Cruz Azul,Atlas Guadalajara,1,1,False,,
2014/15,Clausura,9,2015-03-07,19:00,Santos Laguna,Club Tijuana,1,1,False,,
2014/15,Clausura,9,2015-03-07,,CF Monterrey,Deportivo Toluca,3,2,False,,
2014/15,Clausura,9,2015-03-07,20:06,CF Pachuca,CF América,0,0,False,,
2014/15,Clausura,9,2015-03-07,21:00,Chiapas FC,Puebla FC,2,2,False,,
2014/15,Clausura,9,2015-03-08,12:00,Pumas UNAM,Monarcas Morelia,2,1,False,,
2014/15,Clausura,9,2015-03-08,17:00,Leones Negros,UANL Tigres,2,1,False,,
2014/15,Clausura,10,2015-03-13,19:30,Monarcas Morelia,Leones Negros,0,1,False,,
2014/15,Clausura,10,2015-03-13,21:30,Club Tijuana,CD Veracruz,3,1,False,,
2014/15,Clausura,10,2015-03-14,17:00,Puebla FC,Deportivo Guadalajara,1,2,False,,
2014/15,Clausura,10,2015-03-14,,CF América,Santos Laguna,1,0,False,,
2014/15,Clausura,10,2015-03-14,19:00,UANL Tigres,CF Pachuca,2,1,False,,
2014/15,Clausura,10,2015-03-14,20:06,Club León,Cruz Azul,2,2,False,,
2014/15,Clausura,10,2015-03-14,21:00,Atlas Guadalajara,CF Monterrey,2,1,False,,
2014/15,Clausura,10,2015-03-14,,Chiapas FC,Pumas UNAM,0,2,False,,
2014/15,Clausura,10,2015-03-15,12:00,Deportivo Toluca,Gallos Blancos,1,0,False,,
2014/15,Clausura,11,2015-03-20,19:30,Gallos Blancos,Atlas Guadalajara,2,0,False,,
2014/15,Clausura,11,2015-03-20,20:30,CD Veracruz,CF América,4,0,False,,
2014/15,Clausura,11,2015-03-20,21:30,Santos Laguna,UANL Tigres,2,2,False,,
2014/15,Clausura,11,2015-03-21,17:00,Cruz Azul,Club Tijuana,2,1,False,,
2014/15,Clausura,11,2015-03-21,19:00,CF Monterrey,Club León,5,1,False,,
2014/15,Clausura,11,2015-03-21,20:06,CF Pachuca,Monarcas Morelia,2,0,False,,
2014/15,Clausura,11,2015-03-21,21:00,Leones Negros,Chiapas FC,0,1,False,,
2014/15,Clausura,11,2015-03-22,12:00,Pumas UNAM,Puebla FC,2,1,False,,
2014/15,Clausura,11,2015-03-22,17:00,Deportivo Guadalajara,Deportivo Toluca,1,0,False,,
2014/15,Clausura,12,2015-04-03,19:30,Monarcas Morelia,Santos Laguna,0,1,False,,
2014/15,Clausura,12,2015-04-04,17:00,Puebla FC,Deportivo Toluca,0,1,False,,
2014/15,Clausura,12,2015-04-04,,CF América,Cruz Azul,1,0,False,,
2014/15,Clausura,12,2015-04-04,19:00,UANL Tigres,CD Veracruz,3,1,False,,
2014/15,Clausura,12,2015-04-04,,Chiapas FC,CF Pachuca,2,2,False,,
2014/15,Clausura,12,2015-04-04,20:06,Club León,Gallos Blancos,4,5,False,,
2014/15,Clausura,12,2015-04-04,21:00,Club Tijuana,CF Monterrey,3,4,False,,
2014/15,Clausura,12,2015-04-04,,Atlas Guadalajara,Deportivo Guadalajara,1,1,False,,
2014/15,Clausura,12,2015-04-05,12:00,Pumas UNAM,Leones Negros,2,0,False,,
2014/15,Clausura,13,2015-04-10,19:30,Gallos Blancos,Club Tijuana,2,1,False,,
2014/15,Clausura,13,2015-04-10,20:30,CD Veracruz,Monarcas Morelia,1,1,False,,
2014/15,Clausura,13,2015-04-10,21:30,Santos Laguna,Chiapas FC,4,3,False,,
2014/15,Clausura,13,2015-04-11,17:00,Cruz Azul,UANL Tigres,2,0,False,,
2014/15,Clausura,13,2015-04-11,19:00,CF Monterrey,CF América,1,1,False,,
2014/15,Clausura,13,2015-04-11,20:06,CF Pachuca,Pumas UNAM,3,1,False,,
2014/15,Clausura,13,2015-04-11,21:00,Leones Negros,Puebla FC,1,1,False,,
2014/15,Clausura,13,2015-04-12,12:00,Deportivo Toluca,Atlas Guadalajara,0,0,False,,
2014/15,Clausura,13,2015-04-12,17:00,Deportivo Guadalajara,Club León,1,0,False,,
2014/15,Clausura,14,2015-04-17,19:30,Monarcas Morelia,Cruz Azul,2,0,False,,
2014/15,Clausura,14,2015-04-17,20:30,Chiapas FC,CD Veracruz,1,1,False,,
2014/15,Clausura,14,2015-04-17,21:30,Club Tijuana,Deportivo Guadalajara,1,1,False,,
2014/15,Clausura,14,2015-04-18,17:00,Puebla FC,Atlas Guadalajara,0,1,False,,
2014/15,Clausura,14,2015-04-18,,CF América,Gallos Blancos,0,4,False,,
2014/15,Clausura,14,2015-04-18,19:00,UANL Tigres,CF Monterrey,3,0,False,,
2014/15,Clausura,14,2015-04-18,20:06,Club León,Deportivo Toluca,1,1,False,,
2014/15,Clausura,14,2015-04-19,12:00,Pumas UNAM,Santos Laguna,1,0,False,,
2014/15,Clausura,14,2015-04-19,17:00,Leones Negros,CF Pachuca,1,1,False,,
2014/15,Clausura,15,2015-04-24,19:30,Gallos Blancos,UANL Tigres,1,3,False,,
2014/15,Clausura,15,2015-04-24,20:30,CD Veracruz,Pumas UNAM,3,3,False,,
2014/15,Clausura,15,2015-04-24,21:30,Santos Laguna,Leones Negros,1,0,False,,
2014/15,Clausura,15,2015-04-25,17:00,Cruz Azul,Chiapas FC,0,1,False,,
2014/15,Clausura,15,2015-04-25,19:00,CF Monterrey,Monarcas Morelia,1,0,False,,
2014/15,Clausura,15,2015-04-25,20:06,CF Pachuca,Puebla FC,2,1,False,,
2014/15,Clausura,15,2015-04-25,21:00,Atlas Guadalajara,Club León,3,2,False,,
2014/15,Clausura,15,2015-04-26,12:00,Deportivo Toluca,Club Tijuana,2,0,False,,
2014/15,Clausura,15,2015-04-26,18:30,Deportivo Guadalajara,CF América,1,1,False,,
2014/15,Clausura,16,2015-05-01,19:30,Monarcas Morelia,Gallos Blancos,1,2,False,,
2014/15,Clausura,16,2015-05-01,21:30,Club Tijuana,Atlas Guadalajara,1,2,False,,
2014/15,Clausura,16,2015-05-02,17:00,Puebla FC,Club León,2,0,False,,
2014/15,Clausura,16,2015-05-02,19:00,CF América,Deportivo Toluca,3,1,False,,
2014/15,Clausura,16,2015-05-02,,UANL Tigres,Deportivo Guadalajara,2,1,False,,
2014/15,Clausura,16,2015-05-02,20:06,CF Pachuca,Santos Laguna,2,3,False,,
2014/15,Clausura,16,2015-05-02,21:00,Chiapas FC,CF Monterrey,0,2,False,,
2014/15,Clausura,16,2015-05-03,12:00,Pumas UNAM,Cruz Azul,0,1,False,,
2014/15,Clausura,16,2015-05-03,17:00,Leones Negros,CD Veracruz,1,2,False,,
2014/15,Clausura,17,2015-05-08,19:30,Gallos Blancos,Chiapas FC,1,0,False,,
2014/15,Clausura,17,2015-05-08,20:30,CD Veracruz,CF Pachuca,1,2,False,,
2014/15,Clausura,17,2015-05-09,19:00,CF Monterrey,Pumas UNAM,2,2,False,,
2014/15,Clausura,17,2015-05-09,20:06,Club León,Club Tijuana,6,2,False,,
2014/15,Clausura,17,2015-05-09,20:30,Santos Laguna,Puebla FC,2,2,False,,
2014/15,Clausura,17,2015-05-09,,Cruz Azul,Leones Negros,0,2,False,,
2014/15,Clausura,17,2015-05-09,21:00,Atlas Guadalajara,CF América,1,2,False,,
2014/15,Clausura,17,2015-05-10,12:00,Deportivo Toluca,UANL Tigres,0,0,False,,
2014/15,Clausura,17,2015-05-10,17:00,Deportivo Guadalajara,Monarcas Morelia,2,3,False,,
2014/15,Clausura,17,2015-05-13,19:00,Santos Laguna,UANL Tigres,1,1,False,,
2014/15,Clausura,17,2015-05-13,21:06,CF Pachuca,CF América,3,2,False,,
2014/15,Clausura,17,2015-05-14,19:00,Gallos Blancos,CD Veracruz,2,1,False,,
2014/15,Clausura,17,2015-05-14,21:00,Deportivo Guadalajara,Atlas Guadalajara,0,0,False,,
2014/15,Clausura,17,2015-05-16,17:00,CF América,CF Pachuca,3,4,False,,
2014/15,Clausura,17,2015-05-16,19:00,UANL Tigres,Santos Laguna,0,1,False,,
2014/15,Clausura,17,2015-05-17,18:00,Atlas Guadalajara,Deportivo Guadalajara,1,4,False,,
2014/15,Clausura,17,2015-05-17,20:00,CD Veracruz,Gallos Blancos,2,2,False,,
2014/15,Clausura,17,2015-05-21,20:06,CF Pachuca,Gallos Blancos,2,0,False,,
2014/15,Clausura,17,2015-05-21,22:00,Santos Laguna,Deportivo Guadalajara,0,0,False,,
2014/15,Clausura,17,2015-05-24,19:00,Deportivo Guadalajara,Santos Laguna,0,3,False,,
2014/15,Clausura,17,2015-05-24,21:00,Gallos Blancos,CF Pachuca,2,0,False,,
2014/15,Clausura,17,2015-05-28,20:30,Santos Laguna,Gallos Blancos,5,0,False,,
2014/15,Clausura,17,2015-05-31,20:30,Gallos Blancos,Santos Laguna,3,0,False,,
2015/16,Apertura,1,2015-07-24,19:30,CD Veracruz,Deportivo Guadalajara,2,0,False,,
2015/16,Apertura,1,2015-07-25,17:00,Cruz Azul,Monarcas Morelia,0,3,False,,
2015/16,Apertura,1,2015-07-25,19:00,UANL Tigres,Deportivo Toluca,0,1,False,,
2015/16,Apertura,1,2015-07-25,20:06,CF Pachuca,Club Tijuana,2,1,False,,
2015/16,Apertura,1,2015-07-25,20:30,Atlas Guadalajara,Gallos Blancos,0,2,False,,
2015/16,Apertura,1,2015-07-25,21:00,Santos Laguna,Club León,1,3,False,,
2015/16,Apertura,1,2015-07-25,,Dorados de Sinaloa,Chiapas FC,0,0,False,,
2015/16,Apertura,1,2015-07-26,12:00,Pumas UNAM,CF Monterrey,3,0,False,,
2015/16,Apertura,1,2015-07-26,17:00,Puebla FC,CF América,4,2,False,,
2015/16,Apertura,2,2015-07-31,19:30,Gallos Blancos,CF Pachuca,1,2,False,,
2015/16,Apertura,2,2015-07-31,21:30,Club Tijuana,Dorados de Sinaloa,1,2,False,,
2015/16,Apertura,2,2015-08-01,17:00,CF América,Atlas Guadalajara,1,3,False,,
2015/16,Apertura,2,2015-08-01,20:06,Club León,CD Veracruz,4,1,False,,
2015/16,Apertura,2,2015-08-01,20:30,Monarcas Morelia,UANL Tigres,1,0,False,,
2015/16,Apertura,2,2015-08-01,21:00,Chiapas FC,Santos Laguna,2,1,False,,
2015/16,Apertura,2,2015-08-02,12:00,Deportivo Toluca,Pumas UNAM,2,1,False,,
2015/16,Apertura,2,2015-08-02,17:00,Deportivo Guadalajara,Cruz Azul,0,1,False,,
2015/16,Apertura,2,2015-10-09,20:30,CF Monterrey,Puebla FC,1,1,False,,
2015/16,Apertura,3,2015-08-07,19:30,CD Veracruz,Chiapas FC,2,1,False,,
2015/16,Apertura,3,2015-08-07,21:30,Santos Laguna,Club Tijuana,0,1,False,,
2015/16,Apertura,3,2015-08-08,17:00,Cruz Azul,Club León,2,0,False,,
2015/16,Apertura,3,2015-08-08,20:06,CF Pachuca,CF América,0,3,False,,
2015/16,Apertura,3,2015-08-08,20:30,Atlas Guadalajara,CF Monterrey,0,3,False,,
2015/16,Apertura,3,2015-08-08,21:00,Dorados de Sinaloa,Gallos Blancos,1,1,False,,
2015/16,Apertura,3,2015-08-09,12:00,Deportivo Toluca,Monarcas Morelia,0,1,False,,
2015/16,Apertura,3,2015-08-09,17:00,Puebla FC,Pumas UNAM,3,2,False,,
2015/16,Apertura,3,2015-08-09,19:00,UANL Tigres,Deportivo Guadalajara,2,2,False,,
2015/16,Apertura,4,2015-08-11,20:30,CF América,Dorados de Sinaloa,4,0,False,,
2015/16,Apertura,4,2015-08-11,,Gallos Blancos,Santos Laguna,1,2,False,,
2015/16,Apertura,4,2015-08-11,21:00,CF Monterrey,CF Pachuca,4,3,False,,
2015/16,Apertura,4,2015-08-11,22:00,Club Tijuana,CD Veracruz,1,3,False,,
2015/16,Apertura,4,2015-08-12,20:00,Puebla FC,Deportivo Toluca,1,0,False,,
2015/16,Apertura,4,2015-08-12,20:06,Club León,UANL Tigres,2,1,False,,
2015/16,Apertura,4,2015-08-12,20:30,Deportivo Guadalajara,Monarcas Morelia,2,0,False,,
2015/16,Apertura,4,2015-08-12,21:00,Chiapas FC,Cruz Azul,2,1,False,,
2015/16,Apertura,4,2015-08-12,,Pumas UNAM,Atlas Guadalajara,5,0,False,,
2015/16,Apertura,5,2015-08-14,19:30,CD Veracruz,Gallos Blancos,2,2,False,,
