temporada,torneo,jornada,fecha,hora,local,visitante,goles_local,goles_visitante,penales,pen_local,pen_visitante
2010/11,Apertura,1,2010-07-23,20:10,Estudiantes Tecos,Cruz Azul,0,3,False,,
2010/11,Apertura,1,2010-07-24,17:00,Jaguares Chiapas,Club Necaxa,1,1,False,,
2010/11,Apertura,1,2010-07-24,19:00,CF Pachuca,CF América,3,0,False,,
2010/11,Apertura,1,2010-07-24,,UANL Tigres,Gallos Blancos,0,1,False,,
2010/11,Apertura,1,2010-07-24,,Deportivo Guadalajara,Puebla FC,0,0,False,,
2010/11,Apertura,1,2010-07-24,20:45,Club San Luis,CF Monterrey,1,1,False,,
2010/11,Apertura,1,2010-07-24,21:00,Atlante,Santos Laguna,1,4,False,,
2010/11,Apertura,1,2010-07-25,12:00,Monarcas Morelia,Atlas Guadalajara,1,0,False,,
2010/11,Apertura,1,2010-07-25,,Pumas UNAM,Deportivo Toluca,2,1,False,,
2010/11,Apertura,2,2010-07-30,20:10,Club Necaxa,UANL Tigres,0,2,False,,
2010/11,Apertura,2,2010-07-31,17:00,Cruz Azul,Atlante,2,0,False,,
2010/11,Apertura,2,2010-07-31,,Gallos Blancos,Atlas Guadalajara,2,1,False,,
2010/11,Apertura,2,2010-07-31,19:00,CF Monterrey,Estudiantes Tecos,3,2,False,,
2010/11,Apertura,2,2010-07-31,,Santos Laguna,Pumas UNAM,4,0,False,,
2010/11,Apertura,2,2010-08-01,12:00,Deportivo Toluca,CF Pachuca,1,1,False,,
2010/11,Apertura,2,2010-08-01,,Puebla FC,Club San Luis,2,1,False,,
2010/11,Apertura,2,2010-08-01,16:30,CF América,Jaguares Chiapas,3,0,False,,
2010/11,Apertura,2,2010-10-06,20:45,Deportivo Guadalajara,Monarcas Morelia,0,1,False,,
2010/11,Apertura,3,2010-08-07,17:00,Jaguares Chiapas,Deportivo Toluca,1,1,False,,
2010/11,Apertura,3,2010-08-07,19:00,CF Pachuca,Santos Laguna,0,3,False,,
2010/11,Apertura,3,2010-08-07,,UANL Tigres,CF América,1,1,False,,
2010/11,Apertura,3,2010-08-07,20:45,Atlas Guadalajara,Club Necaxa,0,1,False,,
2010/11,Apertura,3,2010-08-07,,Club San Luis,Deportivo Guadalajara,0,1,False,,
2010/11,Apertura,3,2010-08-07,21:00,Atlante,CF Monterrey,1,2,False,,
2010/11,Apertura,3,2010-08-08,12:00,Monarcas Morelia,Gallos Blancos,6,0,False,,
2010/11,Apertura,3,2010-08-08,,Pumas UNAM,Cruz Azul,2,0,False,,
2010/11,Apertura,3,2010-08-08,17:00,Estudiantes Tecos,Puebla FC,1,3,False,,
2010/11,Apertura,4,2010-08-13,20:10,Club Necaxa,Gallos Blancos,1,1,False,,
2010/11,Apertura,4,2010-08-14,17:00,Cruz Azul,CF Pachuca,4,1,False,,
2010/11,Apertura,4,2010-08-14,19:00,CF Monterrey,Pumas UNAM,5,2,False,,
2010/11,Apertura,4,2010-08-14,,Santos Laguna,Jaguares Chiapas,1,0,False,,
2010/11,Apertura,4,2010-08-14,20:45,Club San Luis,Monarcas Morelia,1,0,False,,
2010/11,Apertura,4,2010-08-15,12:00,Deportivo Toluca,UANL Tigres,1,1,False,,
2010/11,Apertura,4,2010-08-15,,Puebla FC,Atlante,1,1,False,,
2010/11,Apertura,4,2010-08-15,16:30,CF América,Atlas Guadalajara,1,1,False,,
2010/11,Apertura,4,2010-09-05,18:00,Deportivo Guadalajara,Estudiantes Tecos,3,0,False,,
2010/11,Apertura,5,2010-08-20,20:10,Estudiantes Tecos,Club San Luis,3,2,False,,
2010/11,Apertura,5,2010-08-21,17:00,Jaguares Chiapas,Cruz Azul,2,3,False,,
2010/11,Apertura,5,2010-08-21,19:00,CF Pachuca,CF Monterrey,2,2,False,,
2010/11,Apertura,5,2010-08-21,,UANL Tigres,Santos Laguna,1,0,False,,
2010/11,Apertura,5,2010-08-21,20:45,Atlas Guadalajara,Deportivo Toluca,0,1,False,,
2010/11,Apertura,5,2010-08-21,21:00,Atlante,Deportivo Guadalajara,2,1,False,,
2010/11,Apertura,5,2010-08-22,12:00,Monarcas Morelia,Club Necaxa,1,0,False,,
2010/11,Apertura,5,2010-08-22,,Pumas UNAM,Puebla FC,4,1,False,,
2010/11,Apertura,5,2010-08-22,16:30,Gallos Blancos,CF América,0,1,False,,
2010/11,Apertura,6,2010-08-27,20:10,Estudiantes Tecos,Monarcas Morelia,1,1,False,,
2010/11,Apertura,6,2010-08-28,17:00,Cruz Azul,UANL Tigres,3,2,False,,
2010/11,Apertura,6,2010-08-28,19:00,CF Monterrey,Jaguares Chiapas,1,1,False,,
2010/11,Apertura,6,2010-08-28,,Santos Laguna,Atlas Guadalajara,3,1,False,,
2010/11,Apertura,6,2010-08-28,,Deportivo Guadalajara,Pumas UNAM,0,0,False,,
2010/11,Apertura,6,2010-08-28,20:45,Club San Luis,Atlante,2,1,False,,
2010/11,Apertura,6,2010-08-29,12:00,Deportivo Toluca,Gallos Blancos,2,0,False,,
2010/11,Apertura,6,2010-08-29,,Puebla FC,CF Pachuca,3,1,False,,
2010/11,Apertura,6,2010-08-29,16:30,CF América,Club Necaxa,1,1,False,,
2010/11,Apertura,7,2010-09-10,20:10,Club Necaxa,Deportivo Toluca,1,1,False,,
2010/11,Apertura,7,2010-09-11,17:00,Gallos Blancos,Santos Laguna,5,2,False,,
2010/11,Apertura,7,2010-09-11,,Jaguares Chiapas,Puebla FC,4,0,False,,
2010/11,Apertura,7,2010-09-11,19:00,CF Pachuca,Deportivo Guadalajara,1,1,False,,
2010/11,Apertura,7,2010-09-11,,UANL Tigres,CF Monterrey,0,1,False,,
2010/11,Apertura,7,2010-09-11,20:45,Atlas Guadalajara,Cruz Azul,1,3,False,,
2010/11,Apertura,7,2010-09-11,21:00,Atlante,Estudiantes Tecos,0,1,False,,
2010/11,Apertura,7,2010-09-12,12:00,Monarcas Morelia,CF América,0,2,False,,
2010/11,Apertura,7,2010-09-12,,Pumas UNAM,Club San Luis,0,1,False,,
2010/11,Apertura,8,2010-09-17,20:10,Estudiantes Tecos,Pumas UNAM,2,2,False,,
2010/11,Apertura,8,2010-09-18,17:00,Cruz Azul,Gallos Blancos,3,0,False,,
2010/11,Apertura,8,2010-09-18,19:00,CF Monterrey,Atlas Guadalajara,2,0,False,,
2010/11,Apertura,8,2010-09-18,,Santos Laguna,Club Necaxa,2,1,False,,
2010/11,Apertura,8,2010-09-18,,Deportivo Guadalajara,Jaguares Chiapas,0,3,False,,
2010/11,Apertura,8,2010-09-18,,Club San Luis,CF Pachuca,1,0,False,,
2010/11,Apertura,8,2010-09-18,21:00,Atlante,Monarcas Morelia,2,0,False,,
2010/11,Apertura,8,2010-09-19,12:00,Deportivo Toluca,CF América,2,1,False,,
2010/11,Apertura,8,2010-09-19,,Puebla FC,UANL Tigres,1,3,False,,
2010/11,Apertura,9,2010-09-24,20:10,Club Necaxa,Cruz Azul,2,1,False,,
2010/11,Apertura,9,2010-09-25,17:00,Gallos Blancos,CF Monterrey,0,0,False,,
2010/11,Apertura,9,2010-09-25,,Jaguares Chiapas,Club San Luis,2,1,False,,
2010/11,Apertura,9,2010-09-25,19:00,CF Pachuca,Estudiantes Tecos,3,1,False,,
2010/11,Apertura,9,2010-09-25,20:45,Atlas Guadalajara,Puebla FC,1,0,False,,
2010/11,Apertura,9,2010-09-26,12:00,UANL Tigres,Deportivo Guadalajara,1,1,False,,
2010/11,Apertura,9,2010-09-26,,Monarcas Morelia,Deportivo Toluca,1,2,False,,
2010/11,Apertura,9,2010-09-26,,Pumas UNAM,Atlante,2,2,False,,
2010/11,Apertura,9,2010-09-26,17:00,CF América,Santos Laguna,3,2,False,,
2010/11,Apertura,10,2010-10-01,20:10,Estudiantes Tecos,Jaguares Chiapas,0,0,False,,
2010/11,Apertura,10,2010-10-02,19:00,CF Monterrey,Club Necaxa,2,1,False,,
2010/11,Apertura,10,2010-10-02,,Santos Laguna,Deportivo Toluca,2,0,False,,
2010/11,Apertura,10,2010-10-02,,Club San Luis,UANL Tigres,1,0,False,,
2010/11,Apertura,10,2010-10-02,21:00,Atlante,CF Pachuca,1,3,False,,
2010/11,Apertura,10,2010-10-03,12:00,Pumas UNAM,Monarcas Morelia,1,0,False,,
2010/11,Apertura,10,2010-10-03,,Puebla FC,Gallos Blancos,2,0,False,,
2010/11,Apertura,10,2010-10-03,16:30,Cruz Azul,CF América,1,0,False,,
2010/11,Apertura,10,2010-10-03,,Deportivo Guadalajara,Atlas Guadalajara,2,2,False,,
2010/11,Apertura,11,2010-10-08,20:10,Club Necaxa,Puebla FC,1,0,False,,
2010/11,Apertura,11,2010-10-09,17:00,Gallos Blancos,Deportivo Guadalajara,2,2,False,,
2010/11,Apertura,11,2010-10-09,,Jaguares Chiapas,Atlante,2,0,False,,
2010/11,Apertura,11,2010-10-09,19:00,CF Pachuca,Pumas UNAM,3,2,False,,
2010/11,Apertura,11,2010-10-09,,UANL Tigres,Estudiantes Tecos,5,0,False,,
2010/11,Apertura,11,2010-10-09,20:45,Atlas Guadalajara,Club San Luis,2,1,False,,
2010/11,Apertura,11,2010-10-10,12:00,Monarcas Morelia,Santos Laguna,0,0,False,,
2010/11,Apertura,11,2010-10-10,,Deportivo Toluca,Cruz Azul,0,0,False,,
2010/11,Apertura,11,2010-10-10,16:00,CF América,CF Monterrey,0,0,False,,
2010/11,Apertura,12,2010-10-15,20:10,Estudiantes Tecos,Atlas Guadalajara,2,1,False,,
2010/11,Apertura,12,2010-10-16,17:00,Cruz Azul,Santos Laguna,3,0,False,,
2010/11,Apertura,12,2010-10-16,,Club San Luis,Gallos Blancos,3,2,False,,
2010/11,Apertura,12,2010-10-16,19:00,CF Pachuca,Monarcas Morelia,1,1,False,,
2010/11,Apertura,12,2010-10-16,,Deportivo Guadalajara,Club Necaxa,1,0,False,,
2010/11,Apertura,12,2010-10-16,21:00,CF Monterrey,Deportivo Toluca,2,0,False,,
2010/11,Apertura,12,2010-10-16,,Atlante,UANL Tigres,1,1,False,,
2010/11,Apertura,12,2010-10-17,12:00,Pumas UNAM,Jaguares Chiapas,1,0,False,,
2010/11,Apertura,12,2010-10-17,,Puebla FC,CF América,2,2,False,,
2010/11,Apertura,13,2010-10-22,20:10,Club Necaxa,Club San Luis,0,2,False,,
2010/11,Apertura,13,2010-10-23,17:00,Gallos Blancos,Estudiantes Tecos,1,0,False,,
2010/11,Apertura,13,2010-10-23,,Jaguares Chiapas,CF Pachuca,2,0,False,,
2010/11,Apertura,13,2010-10-23,19:00,Santos Laguna,CF Monterrey,1,2,False,,
2010/11,Apertura,13,2010-10-23,,UANL Tigres,Pumas UNAM,2,0,False,,
2010/11,Apertura,13,2010-10-23,20:45,Atlas Guadalajara,Atlante,3,1,False,,
2010/11,Apertura,13,2010-10-24,12:00,Monarcas Morelia,Cruz Azul,1,1,False,,
2010/11,Apertura,13,2010-10-24,,Deportivo Toluca,Puebla FC,2,1,False,,
2010/11,Apertura,13,2010-10-24,17:00,CF América,Deportivo Guadalajara,0,0,False,,
2010/11,Apertura,14,2010-10-26,20:00,CF Pachuca,UANL Tigres,2,3,False,,
2010/11,Apertura,14,2010-10-26,21:00,Pumas UNAM,Atlas Guadalajara,1,1,False,,
2010/11,Apertura,14,2010-10-27,18:00,Estudiantes Tecos,Club Necaxa,0,2,False,,
2010/11,Apertura,14,2010-10-27,20:00,Jaguares Chiapas,Monarcas Morelia,0,0,False,,
2010/11,Apertura,14,2010-10-27,,Puebla FC,Santos Laguna,0,1,False,,
2010/11,Apertura,14,2010-10-27,20:30,Deportivo Guadalajara,Deportivo Toluca,0,0,False,,
2010/11,Apertura,14,2010-10-27,21:00,Atlante,Gallos Blancos,1,0,False,,
2010/11,Apertura,14,2010-10-27,,CF Monterrey,Cruz Azul,2,4,False,,
2010/11,Apertura,14,2010-10-28,20:30,Club San Luis,CF América,1,2,False,,
2010/11,Apertura,15,2010-10-30,17:00,Cruz Azul,Puebla FC,1,0,False,,
2010/11,Apertura,15,2010-10-30,,Gallos Blancos,Pumas UNAM,2,1,False,,
2010/11,Apertura,15,2010-10-30,19:00,Santos Laguna,Deportivo Guadalajara,1,1,False,,
2010/11,Apertura,15,2010-10-30,,UANL Tigres,Jaguares Chiapas,0,0,False,,
2010/11,Apertura,15,2010-10-30,19:45,Atlas Guadalajara,CF Pachuca,1,2,False,,
2010/11,Apertura,15,2010-10-31,12:00,Monarcas Morelia,CF Monterrey,0,2,False,,
2010/11,Apertura,15,2010-10-31,,Deportivo Toluca,Club San Luis,1,2,False,,
2010/11,Apertura,15,2010-10-31,17:00,Club Necaxa,Atlante,1,2,False,,
2010/11,Apertura,15,2010-10-31,,CF América,Estudiantes Tecos,4,1,False,,
2010/11,Apertura,16,2010-11-05,20:10,Estudiantes Tecos,Deportivo Toluca,4,2,False,,
2010/11,Apertura,16,2010-11-06,17:00,Jaguares Chiapas,Atlas Guadalajara,2,1,False,,
2010/11,Apertura,16,2010-11-06,,Club San Luis,Santos Laguna,1,1,False,,
2010/11,Apertura,16,2010-11-06,19:00,CF Pachuca,Gallos Blancos,2,1,False,,
2010/11,Apertura,16,2010-11-06,,UANL Tigres,Monarcas Morelia,0,1,False,,
2010/11,Apertura,16,2010-11-06,,Deportivo Guadalajara,Cruz Azul,0,0,False,,
2010/11,Apertura,16,2010-11-06,21:00,Atlante,CF América,0,1,False,,
2010/11,Apertura,16,2010-11-07,12:00,Pumas UNAM,Club Necaxa,2,0,False,,
2010/11,Apertura,16,2010-11-07,,Puebla FC,CF Monterrey,2,0,False,,
2010/11,Apertura,17,2010-11-12,20:10,Club Necaxa,CF Pachuca,1,2,False,,
2010/11,Apertura,17,2010-11-13,17:00,Cruz Azul,Club San Luis,1,0,False,,
2010/11,Apertura,17,2010-11-13,,Gallos Blancos,Jaguares Chiapas,1,1,False,,
2010/11,Apertura,17,2010-11-13,,CF Monterrey,Deportivo Guadalajara,2,3,False,,
2010/11,Apertura,17,2010-11-13,19:00,Santos Laguna,Estudiantes Tecos,1,0,False,,
2010/11,Apertura,17,2010-11-13,20:45,Atlas Guadalajara,UANL Tigres,2,2,False,,
2010/11,Apertura,17,2010-11-14,12:00,Monarcas Morelia,Puebla FC,3,3,False,,
2010/11,Apertura,17,2010-11-14,,Deportivo Toluca,Atlante,1,1,False,,
2010/11,Apertura,17,2010-11-14,16:30,CF América,Pumas UNAM,0,1,False,,
2010/11,Apertura,17,2010-11-17,19:00,Club San Luis,CF América,0,0,False,,
2010/11,Apertura,17,2010-11-17,21:00,Pumas UNAM,Cruz Azul,1,2,False,,
2010/11,Apertura,17,2010-11-18,18:00,CF Pachuca,CF Monterrey,1,1,False,,
2010/11,Apertura,17,2010-11-18,20:00,Jaguares Chiapas,Santos Laguna,1,1,False,,
2010/11,Apertura,17,2010-11-20,17:00,Cruz Azul,Pumas UNAM,0,2,False,,
2010/11,Apertura,17,2010-11-20,19:00,CF América,Club San Luis,4,1,False,,
2010/11,Apertura,17,2010-11-21,16:00,CF Monterrey,CF Pachuca,3,3,False,,
2010/11,Apertura,17,2010-11-21,18:00,Santos Laguna,Jaguares Chiapas,1,0,False,,
2010/11,Apertura,17,2010-11-25,19:00,CF América,Santos Laguna,1,2,False,,
2010/11,Apertura,17,2010-11-25,21:00,Pumas UNAM,CF Monterrey,0,0,False,,
2010/11,Apertura,17,2010-11-28,18:00,Santos Laguna,CF América,3,3,False,,
2010/11,Apertura,17,2010-11-28,20:00,CF Monterrey,Pumas UNAM,2,0,False,,
2010/11,Apertura,17,2010-12-02,20:00,Santos Laguna,CF Monterrey,3,2,False,,
2010/11,Apertura,17,2010-12-05,18:00,CF Monterrey,Santos Laguna,3,0,False,,
2010/11,Clausura,1,2011-01-07,20:10,Club Necaxa,Jaguares Chiapas,0,1,False,,
2010/11,Clausura,1,2011-01-08,17:00,CF Monterrey,Club San Luis,0,2,False,,
2010/11,Clausura,1,2011-01-08,,Gallos Blancos,UANL Tigres,2,2,False,,
2010/11,Clausura,1,2011-01-08,,Cruz Azul,Estudiantes Tecos,4,1,False,,
2010/11,Clausura,1,2011-01-08,19:00,Santos Laguna,Atlante,2,1,False,,
2010/11,Clausura,1,2011-01-08,20:45,Atlas Guadalajara,Monarcas Morelia,5,0,False,,
2010/11,Clausura,1,2011-01-09,12:00,Puebla FC,Deportivo Guadalajara,1,1,False,,
2010/11,Clausura,1,2011-01-09,,Deportivo Toluca,Pumas UNAM,1,1,False,,
2010/11,Clausura,1,2011-01-09,16:00,CF América,CF Pachuca,0,2,False,,
2010/11,Clausura,2,2011-01-14,20:10,Estudiantes Tecos,CF Monterrey,3,2,False,,
2010/11,Clausura,2,2011-01-15,17:00,Jaguares Chiapas,CF América,2,2,False,,
2010/11,Clausura,2,2011-01-15,,Club San Luis,Puebla FC,3,0,False,,
2010/11,Clausura,2,2011-01-15,19:00,UANL Tigres,Club Necaxa,1,0,False,,
2010/11,Clausura,2,2011-01-15,,CF Pachuca,Deportivo Toluca,0,0,False,,
2010/11,Clausura,2,2011-01-15,20:45,Atlas Guadalajara,Gallos Blancos,2,1,False,,
2010/11,Clausura,2,2011-01-15,21:00,Atlante,Cruz Azul,3,0,False,,
2010/11,Clausura,2,2011-01-16,12:00,Pumas UNAM,Santos Laguna,2,0,False,,
2010/11,Clausura,2,2011-01-16,,Monarcas Morelia,Deportivo Guadalajara,1,1,False,,
2010/11,Clausura,3,2011-01-21,20:10,Club Necaxa,Atlas Guadalajara,0,1,False,,
2010/11,Clausura,3,2011-01-22,17:00,CF Monterrey,Atlante,1,0,False,,
2010/11,Clausura,3,2011-01-22,,Gallos Blancos,Monarcas Morelia,0,3,False,,
2010/11,Clausura,3,2011-01-22,,Cruz Azul,Pumas UNAM,3,3,False,,
2010/11,Clausura,3,2011-01-22,19:00,Deportivo Guadalajara,Club San Luis,1,1,False,,
2010/11,Clausura,3,2011-01-22,,Santos Laguna,CF Pachuca,1,1,False,,
2010/11,Clausura,3,2011-01-23,12:00,Puebla FC,Estudiantes Tecos,2,0,False,,
2010/11,Clausura,3,2011-01-23,,Deportivo Toluca,Jaguares Chiapas,2,0,False,,
2010/11,Clausura,3,2011-01-23,16:00,CF América,UANL Tigres,1,2,False,,
2010/11,Clausura,4,2011-01-28,20:10,Estudiantes Tecos,Deportivo Guadalajara,1,0,False,,
2010/11,Clausura,4,2011-01-29,17:00,Jaguares Chiapas,Santos Laguna,1,2,False,,
2010/11,Clausura,4,2011-01-29,,Gallos Blancos,Club Necaxa,1,0,False,,
2010/11,Clausura,4,2011-01-29,19:00,UANL Tigres,Deportivo Toluca,0,1,False,,
2010/11,Clausura,4,2011-01-29,,CF Pachuca,Cruz Azul,0,4,False,,
2010/11,Clausura,4,2011-01-29,20:45,Atlas Guadalajara,CF América,0,2,False,,
2010/11,Clausura,4,2011-01-29,21:00,Atlante,Puebla FC,2,0,False,,
2010/11,Clausura,4,2011-01-30,12:00,Pumas UNAM,CF Monterrey,3,2,False,,
2010/11,Clausura,4,2011-01-30,,Monarcas Morelia,Club San Luis,3,3,False,,
2010/11,Clausura,5,2011-02-04,20:10,Club Necaxa,Monarcas Morelia,0,0,False,,
2010/11,Clausura,5,2011-02-05,17:00,CF Monterrey,CF Pachuca,2,0,False,,
2010/11,Clausura,5,2011-02-05,19:00,Cruz Azul,Jaguares Chiapas,2,0,False,,
2010/11,Clausura,5,2011-02-05,,Deportivo Guadalajara,Atlante,2,0,False,,
2010/11,Clausura,5,2011-02-05,,Santos Laguna,UANL Tigres,0,2,False,,
2010/11,Clausura,5,2011-02-05,20:45,Club San Luis,Estudiantes Tecos,3,2,False,,
2010/11,Clausura,5,2011-02-06,12:00,Puebla FC,Pumas UNAM,0,1,False,,
2010/11,Clausura,5,2011-02-06,,Deportivo Toluca,Atlas Guadalajara,0,0,False,,
2010/11,Clausura,5,2011-02-06,16:00,CF América,Gallos Blancos,3,1,False,,
2010/11,Clausura,6,2011-02-11,20:10,Club Necaxa,CF América,1,0,False,,
2010/11,Clausura,6,2011-02-12,17:00,Jaguares Chiapas,CF Monterrey,1,4,False,,
2010/11,Clausura,6,2011-02-12,,Gallos Blancos,Deportivo Toluca,0,5,False,,
2010/11,Clausura,6,2011-02-12,19:00,UANL Tigres,Cruz Azul,2,0,False,,
2010/11,Clausura,6,2011-02-12,,CF Pachuca,Puebla FC,1,0,False,,
2010/11,Clausura,6,2011-02-12,20:45,Atlas Guadalajara,Santos Laguna,1,2,False,,
2010/11,Clausura,6,2011-02-12,21:00,Atlante,Club San Luis,0,0,False,,
2010/11,Clausura,6,2011-02-13,12:00,Pumas UNAM,Deportivo Guadalajara,1,1,False,,
2010/11,Clausura,6,2011-02-13,,Monarcas Morelia,Estudiantes Tecos,4,1,False,,
2010/11,Clausura,7,2011-02-18,20:10,Estudiantes Tecos,Atlante,0,1,False,,
2010/11,Clausura,7,2011-02-18,20:30,Club San Luis,Pumas UNAM,0,1,False,,
2010/11,Clausura,7,2011-02-19,17:00,CF Monterrey,UANL Tigres,0,0,False,,
2010/11,Clausura,7,2011-02-19,,Cruz Azul,Atlas Guadalajara,2,1,False,,
2010/11,Clausura,7,2011-02-19,19:00,Deportivo Guadalajara,CF Pachuca,4,1,False,,
2010/11,Clausura,7,2011-02-19,,Santos Laguna,Gallos Blancos,0,2,False,,
2010/11,Clausura,7,2011-02-20,12:00,Puebla FC,Jaguares Chiapas,1,0,False,,
2010/11,Clausura,7,2011-02-20,,Deportivo Toluca,Club Necaxa,2,3,False,,
2010/11,Clausura,7,2011-02-20,16:00,CF América,Monarcas Morelia,1,2,False,,
2010/11,Clausura,8,2011-02-25,20:10,Club Necaxa,Santos Laguna,1,0,False,,
2010/11,Clausura,8,2011-02-26,17:00,Jaguares Chiapas,Deportivo Guadalajara,1,0,False,,
2010/11,Clausura,8,2011-02-26,,Gallos Blancos,Cruz Azul,1,1,False,,
2010/11,Clausura,8,2011-02-26,19:00,UANL Tigres,Puebla FC,3,0,False,,
2010/11,Clausura,8,2011-02-26,,CF Pachuca,Club San Luis,0,0,False,,
2010/11,Clausura,8,2011-02-26,20:45,Atlas Guadalajara,CF Monterrey,1,0,False,,
2010/11,Clausura,8,2011-02-27,12:00,Pumas UNAM,Estudiantes Tecos,5,1,False,,
2010/11,Clausura,8,2011-02-27,,Monarcas Morelia,Atlante,2,1,False,,
2010/11,Clausura,8,2011-02-27,16:00,CF América,Deportivo Toluca,4,3,False,,
2010/11,Clausura,9,2011-03-04,20:10,Estudiantes Tecos,CF Pachuca,1,0,False,,
2010/11,Clausura,9,2011-03-05,17:00,CF Monterrey,Gallos Blancos,2,0,False,,
2010/11,Clausura,9,2011-03-05,,Cruz Azul,Club Necaxa,0,0,False,,
2010/11,Clausura,9,2011-03-05,19:00,Deportivo Guadalajara,UANL Tigres,0,0,False,,
2010/11,Clausura,9,2011-03-05,,Santos Laguna,CF América,2,3,False,,
2010/11,Clausura,9,2011-03-05,20:45,Club San Luis,Jaguares Chiapas,0,0,False,,
2010/11,Clausura,9,2011-03-05,21:00,Atlante,Pumas UNAM,0,2,False,,
2010/11,Clausura,9,2011-03-06,12:00,Puebla FC,Atlas Guadalajara,2,0,False,,
2010/11,Clausura,9,2011-03-06,,Deportivo Toluca,Monarcas Morelia,1,6,False,,
2010/11,Clausura,10,2011-03-11,20:10,Club Necaxa,CF Monterrey,0,1,False,,
2010/11,Clausura,10,2011-03-12,17:00,Jaguares Chiapas,Estudiantes Tecos,0,2,False,,
2010/11,Clausura,10,2011-03-12,,Gallos Blancos,Puebla FC,2,1,False,,
2010/11,Clausura,10,2011-03-12,19:00,UANL Tigres,Club San Luis,1,1,False,,
2010/11,Clausura,10,2011-03-12,,CF Pachuca,Atlante,0,4,False,,
2010/11,Clausura,10,2011-03-12,20:45,Atlas Guadalajara,Deportivo Guadalajara,1,1,False,,
2010/11,Clausura,10,2011-03-13,12:00,Deportivo Toluca,Santos Laguna,3,1,False,,
2010/11,Clausura,10,2011-03-13,,Monarcas Morelia,Pumas UNAM,0,1,False,,
2010/11,Clausura,10,2011-03-13,18:00,CF América,Cruz Azul,0,2,False,,
2010/11,Clausura,11,2011-03-18,20:10,Estudiantes Tecos,UANL Tigres,0,0,False,,
2010/11,Clausura,11,2011-03-19,17:00,CF Monterrey,CF América,2,1,False,,
2010/11,Clausura,11,2011-03-19,,Cruz Azul,Deportivo Toluca,1,0,False,,
2010/11,Clausura,11,2011-03-19,19:00,Deportivo Guadalajara,Gallos Blancos,2,0,False,,
2010/11,Clausura,11,2011-03-19,,Santos Laguna,Monarcas Morelia,0,1,False,,
2010/11,Clausura,11,2011-03-19,20:45,Club San Luis,Atlas Guadalajara,1,1,False,,
2010/11,Clausura,11,2011-03-19,21:00,Atlante,Jaguares Chiapas,5,1,False,,
2010/11,Clausura,11,2011-03-20,12:00,Puebla FC,Club Necaxa,1,0,False,,
2010/11,Clausura,11,2011-03-20,,Pumas UNAM,CF Pachuca,0,0,False,,
2010/11,Clausura,12,2011-04-01,20:10,Club Necaxa,Deportivo Guadalajara,1,2,False,,
2010/11,Clausura,12,2011-04-02,17:00,Jaguares Chiapas,Pumas UNAM,3,1,False,,
2010/11,Clausura,12,2011-04-02,,Gallos Blancos,Club San Luis,3,2,False,,
2010/11,Clausura,12,2011-04-02,19:00,UANL Tigres,Atlante,2,0,False,,
2010/11,Clausura,12,2011-04-02,,Santos Laguna,Cruz Azul,3,0,False,,
2010/11,Clausura,12,2011-04-02,20:45,Atlas Guadalajara,Estudiantes Tecos,1,1,False,,
2010/11,Clausura,12,2011-04-03,12:00,Deportivo Toluca,CF Monterrey,1,1,False,,
2010/11,Clausura,12,2011-04-03,,Monarcas Morelia,CF Pachuca,1,3,False,,
2010/11,Clausura,12,2011-04-03,18:00,CF América,Puebla FC,5,4,False,,
2010/11,Clausura,13,2011-04-08,20:10,Estudiantes Tecos,Gallos Blancos,0,0,False,,
2010/11,Clausura,13,2011-04-09,17:00,Cruz Azul,Monarcas Morelia,2,3,False,,
2010/11,Clausura,13,2011-04-09,19:00,CF Monterrey,Santos Laguna,1,1,False,,
2010/11,Clausura,13,2011-04-09,,CF Pachuca,Jaguares Chiapas,3,0,False,,
2010/11,Clausura,13,2011-04-09,,Club San Luis,Club Necaxa,0,0,False,,
2010/11,Clausura,13,2011-04-09,21:00,Atlante,Atlas Guadalajara,3,1,False,,
2010/11,Clausura,13,2011-04-10,12:00,Puebla FC,Deportivo Toluca,1,1,False,,
2010/11,Clausura,13,2011-04-10,,Pumas UNAM,UANL Tigres,2,0,False,,
2010/11,Clausura,13,2011-04-10,18:00,Deportivo Guadalajara,CF América,3,0,False,,
2010/11,Clausura,14,2011-02-02,20:30,CF América,Club San Luis,3,0,False,,
2010/11,Clausura,14,2011-04-12,20:30,Monarcas Morelia,Jaguares Chiapas,2,1,False,,
2010/11,Clausura,14,2011-04-13,19:00,Santos Laguna,Puebla FC,4,0,False,,
2010/11,Clausura,14,2011-04-13,,Deportivo Toluca,Deportivo Guadalajara,1,2,False,,
2010/11,Clausura,14,2011-04-13,,Club Necaxa,Estudiantes Tecos,2,2,False,,
2010/11,Clausura,14,2011-04-13,20:00,Gallos Blancos,Atlante,1,4,False,,
2010/11,Clausura,14,2011-04-13,20:30,Cruz Azul,CF Monterrey,3,0,False,,
2010/11,Clausura,14,2011-04-13,20:45,UANL Tigres,CF Pachuca,4,2,False,,
2010/11,Clausura,14,2011-04-13,,Atlas Guadalajara,Pumas UNAM,0,0,False,,
2010/11,Clausura,15,2011-04-16,17:00,Jaguares Chiapas,UANL Tigres,0,1,False,,
2010/11,Clausura,15,2011-04-16,19:00,CF Monterrey,Monarcas Morelia,1,1,False,,
2010/11,Clausura,15,2011-04-16,,Deportivo Guadalajara,Santos Laguna,0,1,False,,
