temporada,torneo,jornada,fecha,hora,local,visitante,goles_local,goles_visitante
2015/16,Apertura,4,,21:00,CF Monterrey,CF Pachuca,4,3
2015/16,Apertura,4,,22:00,Club Tijuana,CD Veracruz,1,3
2015/16,Apertura,4,,20:00,Puebla FC,Deportivo Toluca,1,0
2015/16,Apertura,4,,20:06,Club León,UANL Tigres,2,1
2015/16,Apertura,4,,20:30,Deportivo Guadalajara,Monarcas Morelia,2,0
2015/16,Apertura,4,,21:00,Chiapas FC,Cruz Azul,2,1
2015/16,Apertura,4,,,Pumas UNAM,Atlas Guadalajara,5,0
2015/16,Apertura,5,,19:30,CD Veracruz,Gallos Blancos,2,2
2015/16,Apertura,5,,21:30,Santos Laguna,CF América,0,2
2015/16,Apertura,5,,17:00,Cruz Azul,Club Tijuana,1,3
2015/16,Apertura,5,,18:30,Monarcas Morelia,Club León,3,4
2015/16,Apertura,5,,19:00,UANL Tigres,Chiapas FC,4,1
2015/16,Apertura,5,,20:06,CF Pachuca,Pumas UNAM,1,2
2015/16,Apertura,5,,20:30,Atlas Guadalajara,Puebla FC,2,1
2015/16,Apertura,5,,21:00,Dorados de Sinaloa,CF Monterrey,1,4
2015/16,Apertura,5,,12:00,Deportivo Toluca,Deportivo Guadalajara,3,1
2015/16,Apertura,6,,19:30,Gallos Blancos,Cruz Azul,4,2
2015/16,Apertura,6,,21:30,Club Tijuana,UANL Tigres,1,2
2015/16,Apertura,6,,17:15,CF América,CD Veracruz,3,1
2015/16,Apertura,6,,19:00,CF Monterrey,Santos Laguna,1,1
2015/16,Apertura,6,,20:06,Club León,Deportivo Guadalajara,1,0
2015/16,Apertura,6,,20:30,Atlas Guadalajara,Deportivo Toluca,1,2
2015/16,Apertura,6,,21:00,Chiapas FC,Monarcas Morelia,3,1
2015/16,Apertura,6,,12:00,Pumas UNAM,Dorados de Sinaloa,2,0
2015/16,Apertura,6,,17:00,Puebla FC,CF Pachuca,3,2
2015/16,Apertura,7,,19:30,CD Veracruz,CF Monterrey,2,1
2015/16,Apertura,7,,21:30,Santos Laguna,Pumas UNAM,3,4
2015/16,Apertura,7,,17:00,Cruz Azul,CF América,0,2
2015/16,Apertura,7,,19:00,UANL Tigres,Gallos Blancos,5,1
2015/16,Apertura,7,,20:06,CF Pachuca,Atlas Guadalajara,1,1
2015/16,Apertura,7,,20:30,Monarcas Morelia,Club Tijuana,1,2
2015/16,Apertura,7,,21:00,Dorados de Sinaloa,Puebla FC,1,0
2015/16,Apertura,7,,12:00,Deportivo Toluca,Club León,1,3
2015/16,Apertura,7,,17:30,Deportivo Guadalajara,Chiapas FC,4,1
2015/16,Apertura,8,,19:30,Gallos Blancos,Monarcas Morelia,0,1
2015/16,Apertura,8,,21:30,Club Tijuana,Deportivo Guadalajara,2,1
2015/16,Apertura,8,,17:00,CF América,UANL Tigres,0,1
2015/16,Apertura,8,,19:00,CF Monterrey,Cruz Azul,1,1
2015/16,Apertura,8,,20:06,CF Pachuca,Deportivo Toluca,3,4
2015/16,Apertura,8,,20:30,Atlas Guadalajara,Dorados de Sinaloa,3,2
2015/16,Apertura,8,,21:00,Chiapas FC,Club León,6,2
2015/16,Apertura,8,,12:00,Pumas UNAM,CD Veracruz,3,0
2015/16,Apertura,8,,17:00,Puebla FC,Santos Laguna,0,1
2015/16,Apertura,9,,19:30,CD Veracruz,Puebla FC,2,1
2015/16,Apertura,9,,21:30,Santos Laguna,Atlas Guadalajara,0,2
2015/16,Apertura,9,,17:00,Cruz Azul,Pumas UNAM,2,1
2015/16,Apertura,9,,19:00,UANL Tigres,CF Monterrey,3,1
2015/16,Apertura,9,,20:06,Club León,Club Tijuana,2,1
2015/16,Apertura,9,,20:30,Monarcas Morelia,CF América,0,3
2015/16,Apertura,9,,21:00,Dorados de Sinaloa,CF Pachuca,1,2
2015/16,Apertura,9,,12:00,Deportivo Toluca,Chiapas FC,1,1
2015/16,Apertura,9,,17:00,Deportivo Guadalajara,Gallos Blancos,2,1
2015/16,Apertura,10,,19:30,Gallos Blancos,Club León,3,0
2015/16,Apertura,10,,21:30,Club Tijuana,Chiapas FC,1,1
2015/16,Apertura,10,,17:00,CF América,Deportivo Guadalajara,1,2
2015/16,Apertura,10,,19:00,CF Monterrey,Monarcas Morelia,2,2
2015/16,Apertura,10,,20:06,CF Pachuca,Santos Laguna,0,0
2015/16,Apertura,10,,20:30,Atlas Guadalajara,CD Veracruz,0,1
2015/16,Apertura,10,,21:00,Dorados de Sinaloa,Deportivo Toluca,1,2
2015/16,Apertura,10,,12:00,Pumas UNAM,UANL Tigres,1,0
2015/16,Apertura,10,,17:00,Puebla FC,Cruz Azul,2,1
2015/16,Apertura,11,,20:00,Deportivo Toluca,Club Tijuana,4,1
2015/16,Apertura,11,,20:06,Club León,CF América,3,0
2015/16,Apertura,11,,20:30,Deportivo Guadalajara,CF Monterrey,2,1
2015/16,Apertura,11,,21:00,Chiapas FC,Gallos Blancos,0,0
2015/16,Apertura,11,,,Santos Laguna,Dorados de Sinaloa,1,1
2015/16,Apertura,11,,,CD Veracruz,CF Pachuca,0,1
2015/16,Apertura,11,,18:45,Monarcas Morelia,Pumas UNAM,2,2
2015/16,Apertura,11,,20:30,Cruz Azul,Atlas Guadalajara,1,1
2015/16,Apertura,11,,20:45,UANL Tigres,Puebla FC,0,1
2015/16,Apertura,12,,19:30,Gallos Blancos,Club Tijuana,2,1
2015/16,Apertura,12,,17:00,CF América,Chiapas FC,2,1
2015/16,Apertura,12,,19:00,Santos Laguna,Deportivo Toluca,0,0
2015/16,Apertura,12,,,CF Monterrey,Club León,4,0
2015/16,Apertura,12,,20:30,Atlas Guadalajara,UANL Tigres,0,1
2015/16,Apertura,12,,12:00,Pumas UNAM,Deportivo Guadalajara,1,0
2015/16,Apertura,12,,17:00,Puebla FC,Monarcas Morelia,1,3
2015/16,Apertura,12,,21:00,Dorados de Sinaloa,CD Veracruz,0,0
2015/16,Apertura,12,,20:06,CF Pachuca,Cruz Azul,1,2
2015/16,Apertura,13,,19:30,CD Veracruz,Santos Laguna,0,3
2015/16,Apertura,13,,21:30,Club Tijuana,CF América,0,2
2015/16,Apertura,13,,17:00,Cruz Azul,Dorados de Sinaloa,1,1
2015/16,Apertura,13,,19:00,UANL Tigres,CF Pachuca,2,1
2015/16,Apertura,13,,20:06,Club León,Pumas UNAM,1,3
2015/16,Apertura,13,,20:30,Monarcas Morelia,Atlas Guadalajara,0,1
2015/16,Apertura,13,,21:00,Chiapas FC,CF Monterrey,2,2
2015/16,Apertura,13,,12:00,Deportivo Toluca,Gallos Blancos,4,2
2015/16,Apertura,13,,17:00,Deportivo Guadalajara,Puebla FC,1,1
2015/16,Apertura,14,,19:30,CD Veracruz,Deportivo Toluca,3,2
2015/16,Apertura,14,,21:30,Santos Laguna,Cruz Azul,1,2
2015/16,Apertura,14,,17:00,CF América,Gallos Blancos,0,1
2015/16,Apertura,14,,19:00,CF Monterrey,Club Tijuana,3,1
2015/16,Apertura,14,,19:06,CF Pachuca,Monarcas Morelia,2,0
2015/16,Apertura,14,,21:00,Dorados de Sinaloa,UANL Tigres,0,0
2015/16,Apertura,14,,12:00,Pumas UNAM,Chiapas FC,2,3
2015/16,Apertura,14,,17:00,Puebla FC,Club León,1,0
2015/16,Apertura,14,,20:30,Atlas Guadalajara,Deportivo Guadalajara,0,1
2015/16,Apertura,15,,19:30,Gallos Blancos,CF Monterrey,3,1
2015/16,Apertura,15,,21:30,Club Tijuana,Pumas UNAM,1,2
2015/16,Apertura,15,,17:00,Cruz Azul,CD Veracruz,1,1
2015/16,Apertura,15,,19:00,UANL Tigres,Santos Laguna,2,2
2015/16,Apertura,15,,20:06,Club León,Atlas Guadalajara,2,1
2015/16,Apertura,15,,20:30,Monarcas Morelia,Dorados de Sinaloa,4,0
2015/16,Apertura,15,,21:00,Chiapas FC,Puebla FC,1,0
2015/16,Apertura,15,,12:00,Deportivo Toluca,CF América,2,3
2015/16,Apertura,15,,17:00,Deportivo Guadalajara,CF Pachuca,4,4
2015/16,Apertura,16,,19:30,CD Veracruz,UANL Tigres,1,3
2015/16,Apertura,16,,21:30,Santos Laguna,Monarcas Morelia,2,3
2015/16,Apertura,16,,17:00,Cruz Azul,Deportivo Toluca,1,2
2015/16,Apertura,16,,19:00,CF Monterrey,CF América,2,1
2015/16,Apertura,16,,20:06,CF Pachuca,Club León,3,2
2015/16,Apertura,16,,20:30,Atlas Guadalajara,Chiapas FC,2,3
2015/16,Apertura,16,,21:00,Dorados de Sinaloa,Deportivo Guadalajara,2,1
2015/16,Apertura,16,,12:00,Pumas UNAM,Gallos Blancos,2,1
2015/16,Apertura,16,,17:00,Puebla FC,Club Tijuana,2,1
2015/16,Apertura,17,,19:30,Gallos Blancos,Puebla FC,0,0
2015/16,Apertura,17,,21:30,Club Tijuana,Atlas Guadalajara,2,0
2015/16,Apertura,17,,17:00,CF América,Pumas UNAM,1,1
2015/16,Apertura,17,,19:00,UANL Tigres,Cruz Azul,0,0
2015/16,Apertura,17,,20:06,Club León,Dorados de Sinaloa,3,0
2015/16,Apertura,17,,20:30,Monarcas Morelia,CD Veracruz,1,2
2015/16,Apertura,17,,21:00,Chiapas FC,CF Pachuca,3,2
2015/16,Apertura,17,,12:00,Deportivo Toluca,CF Monterrey,3,1
2015/16,Apertura,17,,17:00,Deportivo Guadalajara,Santos Laguna,0,3
2015/16,Apertura,17,,19:00,CF América,Club León,4,1
2015/16,Apertura,17,,21:00,UANL Tigres,Chiapas FC,2,1
2015/16,Apertura,17,,12:00,CD Veracruz,Pumas UNAM,0,1
2015/16,Apertura,17,,17:00,Puebla FC,Deportivo Toluca,0,1
2015/16,Apertura,17,,18:00,Chiapas FC,UANL Tigres,0,1
2015/16,Apertura,17,,20:06,Club León,CF América,2,1
2015/16,Apertura,17,,12:00,Pumas UNAM,CD Veracruz,1,0
2015/16,Apertura,17,,17:00,Deportivo Toluca,Puebla FC,1,0
2015/16,Apertura,17,,19:00,CF América,Pumas UNAM,0,3
2015/16,Apertura,17,,21:00,UANL Tigres,Deportivo Toluca,0,0
2015/16,Apertura,17,,12:00,Pumas UNAM,CF América,1,3
2015/16,Apertura,17,,18:00,Deportivo Toluca,UANL Tigres,0,2
2015/16,Apertura,17,,21:00,UANL Tigres,Pumas UNAM,3,0
2015/16,Apertura,17,,20:30,Pumas UNAM,UANL Tigres,2,4
2015/16,Clausura,1,,19:30,Gallos Blancos,Atlas Guadalajara,1,3
2015/16,Clausura,1,,21:30,Club Tijuana,CF Pachuca,1,1
2015/16,Clausura,1,,17:00,CF América,Puebla FC,0,0
2015/16,Clausura,1,,19:00,CF Monterrey,Pumas UNAM,1,0
2015/16,Clausura,1,,20:06,Club León,Santos Laguna,2,0
2015/16,Clausura,1,,20:30,Monarcas Morelia,Cruz Azul,2,2
2015/16,Clausura,1,,21:00,Chiapas FC,Dorados de Sinaloa,1,0
2015/16,Clausura,1,,12:00,Deportivo Toluca,UANL Tigres,1,0
2015/16,Clausura,1,,17:00,Deportivo Guadalajara,CD Veracruz,2,2
2015/16,Clausura,2,,19:30,CD Veracruz,Club León,1,3
2015/16,Clausura,2,,21:30,Santos Laguna,Chiapas FC,1,0
2015/16,Clausura,2,,17:00,Cruz Azul,Deportivo Guadalajara,1,1
2015/16,Clausura,2,,19:00,UANL Tigres,Monarcas Morelia,2,0
2015/16,Clausura,2,,20:06,CF Pachuca,Gallos Blancos,1,0
2015/16,Clausura,2,,20:30,Atlas Guadalajara,CF América,0,3
2015/16,Clausura,2,,21:00,Dorados de Sinaloa,Club Tijuana,0,1
2015/16,Clausura,2,,12:00,Pumas UNAM,Deportivo Toluca,3,2
2015/16,Clausura,2,,17:00,Puebla FC,CF Monterrey,1,3
2015/16,Clausura,3,,19:30,Gallos Blancos,Dorados de Sinaloa,3,0
2015/16,Clausura,3,,21:30,Club Tijuana,Santos Laguna,1,3
2015/16,Clausura,3,,17:00,CF América,CF Pachuca,1,4
2015/16,Clausura,3,,19:00,CF Monterrey,Atlas Guadalajara,1,0
2015/16,Clausura,3,,20:06,Club León,Cruz Azul,3,2
2015/16,Clausura,3,,20:30,Monarcas Morelia,Deportivo Toluca,1,1
2015/16,Clausura,3,,21:00,Chiapas FC,CD Veracruz,1,1
2015/16,Clausura,3,,12:00,Pumas UNAM,Puebla FC,0,1
2015/16,Clausura,3,,17:00,Deportivo Guadalajara,UANL Tigres,2,2
2015/16,Clausura,4,,21:30,CD Veracruz,Club Tijuana,2,2
2015/16,Clausura,4,,,Santos Laguna,Gallos Blancos,2,0
2015/16,Clausura,4,,17:00,Cruz Azul,Chiapas FC,2,1
2015/16,Clausura,4,,18:30,Monarcas Morelia,Deportivo Guadalajara,2,0
2015/16,Clausura,4,,19:00,UANL Tigres,Club León,3,1
2015/16,Clausura,4,,20:06,CF Pachuca,CF Monterrey,3,1
2015/16,Clausura,4,,20:30,Atlas Guadalajara,Pumas UNAM,1,1
2015/16,Clausura,4,,21:00,Dorados de Sinaloa,CF América,0,3
2015/16,Clausura,4,,12:00,Deportivo Toluca,Puebla FC,1,1
2015/16,Clausura,5,,19:30,Gallos Blancos,CD Veracruz,2,1
2015/16,Clausura,5,,21:00,Chiapas FC,UANL Tigres,1,3
2015/16,Clausura,5,,21:30,Club Tijuana,Cruz Azul,1,1
2015/16,Clausura,5,,17:00,CF América,Santos Laguna,2,0
2015/16,Clausura,5,,19:00,CF Monterrey,Dorados de Sinaloa,3,0
2015/16,Clausura,5,,,Puebla FC,Atlas Guadalajara,4,1
2015/16,Clausura,5,,20:06,Club León,Monarcas Morelia,1,2
2015/16,Clausura,5,,21:00,Deportivo Guadalajara,Deportivo Toluca,1,1
2015/16,Clausura,5,,12:00,Pumas UNAM,CF Pachuca,1,1
2015/16,Clausura,6,,19:30,CD Veracruz,CF América,1,1
2015/16,Clausura,6,,20:30,Deportivo Toluca,Atlas Guadalajara,1,1
2015/16,Clausura,6,,21:30,Santos Laguna,CF Monterrey,1,2
2015/16,Clausura,6,,17:00,Cruz Azul,Gallos Blancos,2,1
2015/16,Clausura,6,,19:00,UANL Tigres,Club Tijuana,1,2
2015/16,Clausura,6,,21:00,Dorados de Sinaloa,Pumas UNAM,2,3
2015/16,Clausura,6,,12:00,Deportivo Guadalajara,Club León,0,1
2015/16,Clausura,6,,19:00,CF Pachuca,Puebla FC,5,2
2015/16,Clausura,6,,20:30,Monarcas Morelia,Chiapas FC,2,0
2015/16,Clausura,7,,19:30,Gallos Blancos,UANL Tigres,2,2
2015/16,Clausura,7,,21:30,Club Tijuana,Monarcas Morelia,1,1
2015/16,Clausura,7,,17:00,CF América,Cruz Azul,3,3
2015/16,Clausura,7,,19:00,CF Monterrey,CD Veracruz,5,1
2015/16,Clausura,7,,20:06,Club León,Deportivo Toluca,5,1
2015/16,Clausura,7,,20:30,Atlas Guadalajara,CF Pachuca,1,0
2015/16,Clausura,7,,21:00,Chiapas FC,Deportivo Guadalajara,1,1
2015/16,Clausura,7,,12:00,Pumas UNAM,Santos Laguna,1,1
2015/16,Clausura,7,,17:00,Puebla FC,Dorados de Sinaloa,3,2
2015/16,Clausura,8,,21:30,CD Veracruz,Pumas UNAM,0,0
2015/16,Clausura,8,,17:00,Cruz Azul,CF Monterrey,4,0
2015/16,Clausura,8,,19:00,Santos Laguna,Puebla FC,1,1
2015/16,Clausura,8,,,UANL Tigres,CF América,4,1
2015/16,Clausura,8,,20:06,Club León,Chiapas FC,1,3
2015/16,Clausura,8,,20:30,Monarcas Morelia,Gallos Blancos,1,1
2015/16,Clausura,8,,21:00,Deportivo Toluca,CF Pachuca,0,1
2015/16,Clausura,8,,,Dorados de Sinaloa,Atlas Guadalajara,2,1
2015/16,Clausura,8,,17:00,Deportivo Guadalajara,Club Tijuana,1,1
2015/16,Clausura,9,,21:30,Club Tijuana,Club León,0,0
2015/16,Clausura,9,,17:00,CF América,Monarcas Morelia,4,1
2015/16,Clausura,9,,18:30,Gallos Blancos,Deportivo Guadalajara,0,2
2015/16,Clausura,9,,19:00,CF Monterrey,UANL Tigres,1,0
2015/16,Clausura,9,,20:06,CF Pachuca,Dorados de Sinaloa,2,2
2015/16,Clausura,9,,20:30,Atlas Guadalajara,Santos Laguna,1,2
2015/16,Clausura,9,,21:00,Chiapas FC,Deportivo Toluca,3,2
2015/16,Clausura,9,,12:00,Pumas UNAM,Cruz Azul,2,2
2015/16,Clausura,9,,17:00,Puebla FC,CD Veracruz,1,1
2015/16,Clausura,10,,21:30,CD Veracruz,Atlas Guadalajara,3,2
2015/16,Clausura,10,,,Santos Laguna,CF Pachuca,3,2
2015/16,Clausura,10,,17:00,Cruz Azul,Puebla FC,1,1
2015/16,Clausura,10,,19:00,UANL Tigres,Pumas UNAM,0,0
2015/16,Clausura,10,,20:06,Club León,Gallos Blancos,2,0
2015/16,Clausura,10,,20:30,Monarcas Morelia,CF Monterrey,1,3
2015/16,Clausura,10,,21:00,Chiapas FC,Club Tijuana,1,2
2015/16,Clausura,10,,12:00,Deportivo Toluca,Dorados de Sinaloa,3,0
2015/16,Clausura,10,,19:30,Deportivo Guadalajara,CF América,1,2
2015/16,Clausura,11,,19:30,Gallos Blancos,Chiapas FC,1,1
2015/16,Clausura,11,,21:30,Club Tijuana,Deportivo Toluca,0,0
2015/16,Clausura,11,,17:00,CF América,Club León,2,1
2015/16,Clausura,11,,19:00,CF Monterrey,Deportivo Guadalajara,1,3
2015/16,Clausura,11,,20:06,CF Pachuca,CD Veracruz,6,0
2015/16,Clausura,11,,20:30,Atlas Guadalajara,Cruz Azul,0,2
2015/16,Clausura,11,,21:00,Dorados de Sinaloa,Santos Laguna,3,1
2015/16,Clausura,11,,17:00,Puebla FC,UANL Tigres,0,0
2015/16,Clausura,11,,18:00,Pumas UNAM,Monarcas Morelia,4,2
2015/16,Clausura,12,,20:30,Deportivo Toluca,Santos Laguna,0,0
2015/16,Clausura,12,,21:30,CD Veracruz,Dorados de Sinaloa,0,0
2015/16,Clausura,12,,,Club Tijuana,Gallos Blancos,2,4
2015/16,Clausura,12,,17:00,Cruz Azul,CF Pachuca,0,0
2015/16,Clausura,12,,19:00,UANL Tigres,Atlas Guadalajara,2,2
2015/16,Clausura,12,,20:06,Club León,CF Monterrey,1,2
2015/16,Clausura,12,,20:30,Monarcas Morelia,Puebla FC,2,0
2015/16,Clausura,12,,21:00,Chiapas FC,CF América,0,2
2015/16,Clausura,12,,20:30,Deportivo Guadalajara,Pumas UNAM,4,0
2015/16,Clausura,13,,19:30,Gallos Blancos,Deportivo Toluca,0,0
2015/16,Clausura,13,,21:30,Santos Laguna,CD Veracruz,2,0
2015/16,Clausura,13,,17:00,CF América,Club Tijuana,6,1
2015/16,Clausura,13,,19:00,CF Monterrey,Chiapas FC,6,0
2015/16,Clausura,13,,20:06,CF Pachuca,UANL Tigres,2,1
2015/16,Clausura,13,,20:30,Atlas Guadalajara,Monarcas Morelia,1,2
2015/16,Clausura,13,,21:00,Dorados de Sinaloa,Cruz Azul,3,0
2015/16,Clausura,13,,17:00,Puebla FC,Deportivo Guadalajara,0,3
2015/16,Clausura,13,,18:30,Pumas UNAM,Club León,1,2
2015/16,Clausura,14,,19:30,Gallos Blancos,CF América,1,0
2015/16,Clausura,14,,21:30,Club Tijuana,CF Monterrey,1,2
2015/16,Clausura,14,,12:45,Deportivo Toluca,CD Veracruz,4,2
2015/16,Clausura,14,,17:00,Cruz Azul,Santos Laguna,0,1
2015/16,Clausura,14,,19:00,UANL Tigres,Dorados de Sinaloa,5,2
2015/16,Clausura,14,,20:06,Club León,Puebla FC,4,1
2015/16,Clausura,14,,20:30,Monarcas Morelia,CF Pachuca,1,0
2015/16,Clausura,14,,21:00,Chiapas FC,Pumas UNAM,1,2
2015/16,Clausura,14,,17:00,Deportivo Guadalajara,Atlas Guadalajara,1,0
2015/16,Clausura,15,,20:00,Pumas UNAM,Club Tijuana,3,1
2015/16,Clausura,15,,21:30,CD Veracruz,Cruz Azul,2,1
2015/16,Clausura,15,,17:00,CF América,Deportivo Toluca,0,1
2015/16,Clausura,15,,19:00,CF Monterrey,Gallos Blancos,3,2
2015/16,Clausura,15,,,Santos Laguna,UANL Tigres,2,1
2015/16,Clausura,15,,20:06,CF Pachuca,Deportivo Guadalajara,1,1
2015/16,Clausura,15,,20:30,Atlas Guadalajara,Club León,1,1
2015/16,Clausura,15,,21:00,Dorados de Sinaloa,Monarcas Morelia,1,0
2015/16,Clausura,15,,17:00,Puebla FC,Chiapas FC,2,1
2015/16,Clausura,16,,19:30,Gallos Blancos,Pumas UNAM,2,1
2015/16,Clausura,16,,21:30,Club Tijuana,Puebla FC,0,0
2015/16,Clausura,16,,17:00,CF América,CF Monterrey,3,3
2015/16,Clausura,16,,19:00,UANL Tigres,CD Veracruz,0,0
2015/16,Clausura,16,,20:06,Club León,CF Pachuca,0,0
2015/16,Clausura,16,,20:30,Monarcas Morelia,Santos Laguna,3,2
2015/16,Clausura,16,,21:00,Chiapas FC,Atlas Guadalajara,0,3
2015/16,Clausura,16,,12:00,Deportivo Toluca,Cruz Azul,0,2
2015/16,Clausura,16,,17:00,Deportivo Guadalajara,Dorados de Sinaloa,2,1
2015/16,Clausura,17,,19:30,CD Veracruz,Monarcas Morelia,1,2
2015/16,Clausura,17,,21:30,Santos Laguna,Deportivo Guadalajara,0,1
2015/16,Clausura,17,,17:00,Cruz Azul,UANL Tigres,0,3
2015/16,Clausura,17,,19:00,CF Monterrey,Deportivo Toluca,1,2
2015/16,Clausura,17,,20:06,CF Pachuca,Chiapas FC,2,1
2015/16,Clausura,17,,20:30,Atlas Guadalajara,Club Tijuana,0,0
2015/16,Clausura,17,,21:00,Dorados de Sinaloa,Club León,0,1
2015/16,Clausura,17,,12:00,Pumas UNAM,CF América,1,1
2015/16,Clausura,17,,17:00,Puebla FC,Gallos Blancos,3,1
2015/16,Clausura,17,,19:00,UANL Tigres,CF Monterrey,1,3
2015/16,Clausura,17,,21:00,Monarcas Morelia,Club León,1,1
2015/16,Clausura,17,,19:00,Santos Laguna,CF Pachuca,1,1
2015/16,Clausura,17,,21:00,Deportivo Guadalajara,CF América,0,0
2015/16,Clausura,17,,19:00,CF Monterrey,UANL Tigres,1,2
2015/16,Clausura,17,,21:06,Club León,Monarcas Morelia,4,1
2015/16,Clausura,17,,18:00,CF América,Deportivo Guadalajara,2,1
2015/16,Clausura,17,,20:06,CF Pachuca,Santos Laguna,3,2
2015/16,Clausura,17,,20:30,CF América,CF Monterrey,1,0
2015/16,Clausura,17,,20:06,Club León,CF Pachuca,1,1
2015/16,Clausura,17,,20:30,CF Monterrey,CF América,4,2
2015/16,Clausura,17,,20:06,CF Pachuca,Club León,2,1
2015/16,Clausura,17,,20:05,CF Pachuca,CF Monterrey,1,0
2015/16,Clausura,17,,20:36,CF Monterrey,CF Pachuca,1,1
2016/17,Apertura,1,,21:00,Club Tijuana,Monarcas Morelia,2,0
2016/17,Apertura,1,,17:00,Gallos Blancos,CD Veracruz,2,0
2016/17,Apertura,1,,19:00,CF Monterrey,Puebla FC,1,1
2016/17,Apertura,1,,,Atlas Guadalajara,Deportivo Toluca,1,1
2016/17,Apertura,1,,19:06,CF Pachuca,Club León,5,1
2016/17,Apertura,1,,21:00,Club Necaxa,Cruz Azul,0,0
2016/17,Apertura,1,,,CF América,Chiapas FC,2,0
2016/17,Apertura,1,,12:00,Pumas UNAM,Deportivo Guadalajara,1,0
2016/17,Apertura,1,,18:00,Santos Laguna,UANL Tigres,0,0
2016/17,Apertura,2,,21:00,CD Veracruz,Santos Laguna,2,0
2016/17,Apertura,2,,17:00,Chiapas FC,CF Pachuca,0,2
2016/17,Apertura,2,,,Cruz Azul,Pumas UNAM,0,0
2016/17,Apertura,2,,19:00,UANL Tigres,Atlas Guadalajara,0,0
2016/17,Apertura,2,,,Monarcas Morelia,Gallos Blancos,2,2
2016/17,Apertura,2,,19:06,Club León,Club Necaxa,0,0
2016/17,Apertura,2,,21:00,Deportivo Guadalajara,CF Monterrey,1,0
2016/17,Apertura,2,,,CF América,Deportivo Toluca,3,1
2016/17,Apertura,2,,18:00,Puebla FC,Club Tijuana,3,2
2016/17,Apertura,3,,21:00,Club Tijuana,Deportivo Guadalajara,4,0
2016/17,Apertura,3,,17:00,Gallos Blancos,Puebla FC,2,1
2016/17,Apertura,3,,19:00,CF Monterrey,Cruz Azul,1,1
2016/17,Apertura,3,,,Atlas Guadalajara,CD Veracruz,1,0
2016/17,Apertura,3,,19:06,CF Pachuca,Club Necaxa,1,0
2016/17,Apertura,3,,21:00,CF América,UANL Tigres,0,3
2016/17,Apertura,3,,12:00,Pumas UNAM,Club León,1,0
2016/17,Apertura,3,,17:00,Chiapas FC,Deportivo Toluca,1,0
2016/17,Apertura,3,,18:00,Santos Laguna,Monarcas Morelia,2,4
2016/17,Apertura,4,,17:00,Cruz Azul,Club Tijuana,1,2
2016/17,Apertura,4,,19:00,Monarcas Morelia,Atlas Guadalajara,3,2
2016/17,Apertura,4,,,UANL Tigres,Chiapas FC,1,0
2016/17,Apertura,4,,19:06,Club León,CF Monterrey,0,3
2016/17,Apertura,4,,21:00,CD Veracruz,CF América,2,4
2016/17,Apertura,4,,,Club Necaxa,Pumas UNAM,2,2
2016/17,Apertura,4,,21:06,Deportivo Guadalajara,Gallos Blancos,0,0
2016/17,Apertura,4,,12:45,Deportivo Toluca,CF Pachuca,2,0
2016/17,Apertura,4,,18:00,Puebla FC,Santos Laguna,0,0
2016/17,Apertura,5,,21:00,Club Tijuana,Club León,2,0
2016/17,Apertura,5,,17:00,Gallos Blancos,Cruz Azul,0,0
2016/17,Apertura,5,,19:00,CF Monterrey,Club Necaxa,2,1
2016/17,Apertura,5,,,Atlas Guadalajara,Puebla FC,3,2
2016/17,Apertura,5,,19:06,CF Pachuca,Pumas UNAM,3,0
2016/17,Apertura,5,,21:00,CF América,Monarcas Morelia,1,1
2016/17,Apertura,5,,12:00,Deportivo Toluca,UANL Tigres,0,0
2016/17,Apertura,5,,17:00,Chiapas FC,CD Veracruz,1,1
2016/17,Apertura,5,,18:00,Santos Laguna,Deportivo Guadalajara,0,1
2016/17,Apertura,6,,21:00,CD Veracruz,Deportivo Toluca,2,2
2016/17,Apertura,6,,17:00,Cruz Azul,Santos Laguna,3,1
2016/17,Apertura,6,,19:00,UANL Tigres,CF Pachuca,4,2
2016/17,Apertura,6,,,Monarcas Morelia,Chiapas FC,3,2
2016/17,Apertura,6,,19:06,Club León,Gallos Blancos,2,1
2016/17,Apertura,6,,21:00,Club Necaxa,Club Tijuana,1,1
2016/17,Apertura,6,,21:06,Deportivo Guadalajara,Atlas Guadalajara,2,2
2016/17,Apertura,6,,12:00,Pumas UNAM,CF Monterrey,5,3
2016/17,Apertura,6,,18:00,Puebla FC,CF América,2,2
2016/17,Apertura,7,,21:00,Club Tijuana,Pumas UNAM,1,0
2016/17,Apertura,7,,17:00,Gallos Blancos,Club Necaxa,1,2
2016/17,Apertura,7,,19:00,Atlas Guadalajara,Cruz Azul,1,1
2016/17,Apertura,7,,,UANL Tigres,CD Veracruz,1,1
2016/17,Apertura,7,,19:06,CF Pachuca,CF Monterrey,1,1
2016/17,Apertura,7,,21:00,CF América,Deportivo Guadalajara,0,3
2016/17,Apertura,7,,12:00,Deportivo Toluca,Monarcas Morelia,2,2
2016/17,Apertura,7,,17:00,Chiapas FC,Puebla FC,0,3
2016/17,Apertura,7,,18:00,Santos Laguna,Club León,1,0
2016/17,Apertura,8,,21:00,CD Veracruz,CF Pachuca,1,0
2016/17,Apertura,8,,17:00,Cruz Azul,CF América,3,4
2016/17,Apertura,8,,19:00,Monarcas Morelia,UANL Tigres,0,2
2016/17,Apertura,8,,,CF Monterrey,Club Tijuana,0,0
